,file,split,fluid_height
37,train/120.3/image_resized_12789_png.rf.0e7727fcf66a5eb91ed77c3a310159ce.jpg,train,120.3
38,train/120.3/image_resized_12790_png.rf.0e743a6522f51bbb35a8209e33727f90.jpg,train,120.3
39,train/120.3/image_resized_13903_png.rf.18ee655aa2ea60a0dc1f23c2aa5bf627.jpg,train,120.3
40,train/120.3/image_resized_13502_png.rf.a1ac6c5e96da051c136607c66895b7c7.jpg,train,120.3
41,train/120.3/image_resized_13903_png.rf.00e5b50d6145554089e6aec721500c32.jpg,train,120.3
42,train/120.3/image_resized_16390_png.rf.60fc37472d98bf8b339aaf8f62090767.jpg,train,120.3
43,train/120.3/image_resized_16390_png.rf.90186de05edeb0d926b9482a410904c9.jpg,train,120.3
44,train/120.3/image_resized_12790_png.rf.7f78f4fcd942181b4849693fc7b5c356.jpg,train,120.3
45,train/120.3/image_resized_13882_png.rf.4e7e1b01812bfa7d405852c088ad9e86.jpg,train,120.3
46,train/120.3/image_resized_20619_png.rf.1e975a8ffeaa031d6b5e094cbb1bf66f.jpg,train,120.3
47,train/120.3/image_resized_13882_png.rf.6eec3a636b705660772a2180fadcf979.jpg,train,120.3
48,train/120.3/image_resized_12790_png.rf.44757dbcbdd367ed9ce24c3eaa3a0cd6.jpg,train,120.3
49,train/120.3/image_resized_13903_png.rf.5b2080472df3311f46025d30a352cede.jpg,train,120.3
50,train/120.3/image_resized_16390_png.rf.8e0efb4bf6b4e0d1484f2510c04e9270.jpg,train,120.3
51,train/90.6/image_resized_6083_png.rf.d88abd9c216ad97cf9c6b48e894d6bdf.jpg,train,90.6
52,train/90.6/image_resized_12738_png.rf.f8f2b66ea9b4635344da04f22274e6b5.jpg,train,90.6
53,train/90.6/image_resized_6083_png.rf.0c8dfce9081b1e3fcb657e2763624adb.jpg,train,90.6
54,train/90.6/image_resized_11725_png.rf.0a924efcc92d1529bdd88c895db19fdc.jpg,train,90.6
55,train/90.6/image_resized_12030_png.rf.7ddc0313b8384c309335338d9d713530.jpg,train,90.6
56,train/90.6/image_resized_11911_png.rf.6baf1b7e6f04737da3e31a06c130b006.jpg,train,90.6
57,train/90.6/image_resized_15990_png.rf.da33fc39dbdabb56be58352c580ff247.jpg,train,90.6
58,train/90.6/image_resized_11737_png.rf.96a977fed62ca6b6e34166f7495be77d.jpg,train,90.6
59,train/90.6/image_resized_11516_png.rf.20c2c2ee2b20988ce752d622b70b26df.jpg,train,90.6
60,train/90.6/image_resized_11516_png.rf.896c11dd8b6df5cfc8ef666539c46e39.jpg,train,90.6
61,train/90.6/image_resized_12738_png.rf.5cdc233b7a1cddba496cedcc84a07c18.jpg,train,90.6
62,train/90.6/image_resized_11737_png.rf.3ce4a2b0db9fb75a50a6cf3c5e6f26d3.jpg,train,90.6
63,train/90.6/image_resized_11737_png.rf.a118d4f29eb2e6dd895764a3d0dfca26.jpg,train,90.6
64,train/90.6/image_resized_535_png.rf.2f594225b76217009c5a734023aa7d59.jpg,train,90.6
65,train/90.6/image_resized_12075_png.rf.84e94f8546e3298334c52bfabf7af03e.jpg,train,90.6
66,train/90.6/image_resized_6083_png.rf.09dffb134894180bbc58a3ec30475cec.jpg,train,90.6
67,train/90.6/image_resized_3575_png.rf.8d6e3f737b836f76ec645d10efafa3f3.jpg,train,90.6
68,train/90.6/image_resized_11911_png.rf.a9c17485cb585bb98533a2b648c43ba7.jpg,train,90.6
69,train/90.6/image_resized_12075_png.rf.c0d13da181375d4e92de4932682e92d3.jpg,train,90.6
70,train/90.6/image_resized_15990_png.rf.7c857512177a34cb7c98214bf4741a57.jpg,train,90.6
71,train/90.6/image_resized_12738_png.rf.d4bf04e9d9cfc980f12cf756a3f3ded3.jpg,train,90.6
72,train/90.6/image_resized_535_png.rf.2f360bc68dfa6ddf8998236f3cf569b8.jpg,train,90.6
73,train/90.6/image_resized_12206_png.rf.91a86960463d75402a4f8cf2b0ccd4a3.jpg,train,90.6
74,train/90.6/image_resized_11911_png.rf.3eeb670b660b88985b81f722b59977c0.jpg,train,90.6
75,train/90.6/image_resized_11725_png.rf.ed0d86592028e694c9d86f7e2c42d43e.jpg,train,90.6
76,train/90.6/image_resized_535_png.rf.4b798f0063cbf8e64c7da8dcfd36f28f.jpg,train,90.6
77,train/90.6/image_resized_12206_png.rf.420d09ed4d6353de831fd89ea0454b94.jpg,train,90.6
78,train/90.6/image_resized_12030_png.rf.2bd8a1b859d76a9cf286027675bf9945.jpg,train,90.6
79,train/90.6/image_resized_12030_png.rf.b98006127fa66bf9288055461c580c4b.jpg,train,90.6
80,train/90.6/image_resized_4536_png.rf.6c59b203d033c53f69409bda93e6265c.jpg,train,90.6
81,train/90.6/image_resized_11516_png.rf.637b62ecedceb9a585b1e2b012ac6005.jpg,train,90.6
82,train/90.6/image_resized_12206_png.rf.f393cbb048c638094fcf477f05fecb90.jpg,train,90.6
83,train/90.6/image_resized_3576_png.rf.ff97c56cc6f778acc582e33893033f86.jpg,train,90.6
84,train/90.6/image_resized_4536_png.rf.e81e9ed1ae928caf2c7bc8cdcced63d3.jpg,train,90.6
85,train/90.6/image_resized_11725_png.rf.9bc9c969cdff2c9ba12d7a9ab40da66b.jpg,train,90.6
86,train/90.6/image_resized_4536_png.rf.a1a15861107e260b0078d1ed818acd7e.jpg,train,90.6
87,train/90.6/image_resized_12075_png.rf.463ebe52625d5cc593c86069c68b3064.jpg,train,90.6
88,train/90.6/image_resized_15990_png.rf.fa4311eb0b739c0ab771722d8a7994a2.jpg,train,90.6
89,train/90.6/image_resized_3576_png.rf.ae8c4f3b892c32914abd7810b8939324.jpg,train,90.6
90,train/90.6/image_resized_3576_png.rf.29a927e7bdd55664030b55217b10cfab.jpg,train,90.6
91,train/90.6/image_resized_3575_png.rf.e6fe61d5b26ddec4bd8a42374bfdece5.jpg,train,90.6
92,train/90.6/image_resized_3575_png.rf.e7f63b3e368d9ccb4f4cb7e19efdd9f1.jpg,train,90.6
93,train/120.8/image_resized_18438_png.rf.140f346e7700287c54d723200e6554f5.jpg,train,120.8
94,train/120.8/image_resized_13801_png.rf.a0a8d033b167f8414195e38c104ac42f.jpg,train,120.8
95,train/120.8/image_resized_13801_png.rf.0a42cadd032ce3132e537d07c790fd24.jpg,train,120.8
96,train/120.8/image_resized_6291_png.rf.2e65f11e0ef5c6dc6348582cab65f2bd.jpg,train,120.8
97,train/120.8/image_resized_13744_png.rf.22508617943e904cef825606a14a9284.jpg,train,120.8
98,train/120.8/image_resized_15907_png.rf.fef1cda852b7e60b2d51a05f4f7f7fdb.jpg,train,120.8
99,train/120.8/image_resized_21238_png.rf.f7a681aa036d6dda8efa32e3445eb4a7.jpg,train,120.8
100,train/120.8/image_resized_13375_png.rf.39bfa587d3563beb5cc145f18d022371.jpg,train,120.8
101,train/120.8/image_resized_13498_png.rf.a0362c2f0ce25351191d88cda101569b.jpg,train,120.8
102,train/120.8/image_resized_270_png.rf.47c2b3f95c50f8980024ca64414ac89f.jpg,train,120.8
103,train/120.8/image_resized_15907_png.rf.02318b93dc661750bfca6429139a4956.jpg,train,120.8
104,train/120.8/image_resized_13498_png.rf.87cb25f8c00bab90ee1024eebfff7541.jpg,train,120.8
105,train/120.8/image_resized_13498_png.rf.ec934a882b300297fc61de6e28717b92.jpg,train,120.8
106,train/120.8/image_resized_18438_png.rf.19afc3ed395dd3d3311b42bffb8f903e.jpg,train,120.8
107,train/120.8/image_resized_13657_png.rf.ca170fd9c46a75b7e42c7f1c74de4b08.jpg,train,120.8
108,train/120.8/image_resized_13744_png.rf.a280bd46989046310df630b395fca173.jpg,train,120.8
109,train/120.8/image_resized_13801_png.rf.ba40a4d090fd9ce4dd644f82a1fb48fb.jpg,train,120.8
110,train/120.8/image_resized_13375_png.rf.80eb4b93503cc061e1daae27b24ecbba.jpg,train,120.8
111,train/120.8/image_resized_13375_png.rf.1992e0d6b90fd1293935eccf29e20572.jpg,train,120.8
112,train/120.8/image_resized_270_png.rf.f6f5c5a978623d0fbbe6166ea1068e9b.jpg,train,120.8
113,train/120.8/image_resized_15907_png.rf.c69a00aeb7ec10cd725c3261be04a671.jpg,train,120.8
114,train/120.8/image_resized_6291_png.rf.2d3a42b3d8bb5717fae529387ba7a416.jpg,train,120.8
115,train/120.8/image_resized_13657_png.rf.b3cdd531a5fc9620d13a84eab5820c34.jpg,train,120.8
116,train/120.8/image_resized_6291_png.rf.53bf80830391f5243d43c69ce06f317d.jpg,train,120.8
117,train/120.8/image_resized_21238_png.rf.f8860b63579625a0c4454f892c23c923.jpg,train,120.8
118,train/120.8/image_resized_21238_png.rf.4ed25d1c58122f5c84d70c6329589651.jpg,train,120.8
119,train/120.8/image_resized_270_png.rf.579e90c2f71805281ee9a04653d791bc.jpg,train,120.8
120,train/120.8/image_resized_18438_png.rf.a26711798fdcbf40c28b464b7640a402.jpg,train,120.8
121,train/120.8/image_resized_13744_png.rf.3d16572d1eb7b60353111c8c70e469b8.jpg,train,120.8
122,train/120.8/image_resized_13657_png.rf.1616546afb9a73b05c496c841ee08ea5.jpg,train,120.8
123,train/58.2/image_resized_4422_png.rf.41ea8c3012a9dc97327d744f5fb529a8.jpg,train,58.2
124,train/58.2/image_resized_3217_png.rf.47570d9dc31cb4dc81dfa2926d06a297.jpg,train,58.2
125,train/58.2/image_resized_3217_png.rf.56c3a918bced695054aba98af88c67fb.jpg,train,58.2
126,train/58.2/image_resized_5406_png.rf.99dc0702731892a78c240a0d5c723705.jpg,train,58.2
127,train/58.2/image_resized_9147_png.rf.09451c7ca7304c2ee350fc709f453da7.jpg,train,58.2
128,train/58.2/image_resized_15645_png.rf.0c29b22560be2556795289ffb6fb2c47.jpg,train,58.2
129,train/58.2/image_resized_4422_png.rf.90cc590fc188fb5b554e8409cb5aec39.jpg,train,58.2
130,train/58.2/image_resized_9378_png.rf.82f6afbe429e67675b721b3e2523f4ab.jpg,train,58.2
131,train/58.2/image_resized_9378_png.rf.473e29248853c5d93d9d9bfbafb4fb02.jpg,train,58.2
132,train/58.2/image_resized_5783_png.rf.413a6dee8240d2cfe0562deb6b7a2625.jpg,train,58.2
133,train/58.2/image_resized_9258_png.rf.c69b2d57a252af948751a1ff41bae9c8.jpg,train,58.2
134,train/58.2/image_resized_9258_png.rf.7bb5f440f3d27f76c935a7787500be66.jpg,train,58.2
135,train/58.2/image_resized_5783_png.rf.0452ea4c07014fb6635c20ad0cbfde63.jpg,train,58.2
136,train/58.2/image_resized_3217_png.rf.b2c813453c8f6a324ffe420c203c7451.jpg,train,58.2
137,train/58.2/image_resized_5406_png.rf.3a90363a1d80d52dc8b88792029e3cab.jpg,train,58.2
138,train/58.2/image_resized_15645_png.rf.d502a6108250075d6ceb6bdce973b934.jpg,train,58.2
139,train/58.2/image_resized_9378_png.rf.9aedbf0ec6fb7aa55549b67ddc738b3c.jpg,train,58.2
140,train/58.2/image_resized_9258_png.rf.1876abf0a4b4d598f44ae177a7d53199.jpg,train,58.2
141,train/58.2/image_resized_4422_png.rf.b3a582ecacc3843ebf253a48f5a40725.jpg,train,58.2
142,train/58.2/image_resized_105_png.rf.057f82d934c1ef20b48f92848237da4b.jpg,train,58.2
143,train/58.2/image_resized_5406_png.rf.511eef3773c6fcffe7a899f5197fbb76.jpg,train,58.2
144,train/58.2/image_resized_19506_png.rf.7fb810178094ea8dae664e6bb08272b0.jpg,train,58.2
145,train/58.2/image_resized_19506_png.rf.e90cb0a6e3482c6f66665530afa61c86.jpg,train,58.2
146,train/58.2/image_resized_9147_png.rf.ab7a2c603f3b05bdd2d5090063629b81.jpg,train,58.2
147,train/58.2/image_resized_15645_png.rf.61f564ab70fe6c1ba0bea4bf0c4f7446.jpg,train,58.2
148,train/58.2/image_resized_9147_png.rf.a7ba10a5d5096e9ffbfcf75015c82ddf.jpg,train,58.2
149,train/58.2/image_resized_105_png.rf.d7b702a4185a10fa4e0d29be74413475.jpg,train,58.2
150,train/58.2/image_resized_19506_png.rf.3ccf0f8e9972d0d128ca119e8f698689.jpg,train,58.2
151,train/58.2/image_resized_5783_png.rf.5f69066a81743768f55d250b7c33bb4b.jpg,train,58.2
152,train/58.2/image_resized_105_png.rf.8098eaaa44a9b8b9a160c3227a9c28a3.jpg,train,58.2
153,train/133.5/image_resized_14267_png.rf.330ab1df5e5711d405050d947cfe6c75.jpg,train,133.5
154,train/133.5/image_resized_5658_png.rf.eb58158a538c200f0830bb8eb3b79587.jpg,train,133.5
155,train/133.5/image_resized_16273_png.rf.e82a384e560aaa394de95c85fe45c785.jpg,train,133.5
156,train/133.5/image_resized_5658_png.rf.bb4d73f1490524cb8adf1800bbaf40f9.jpg,train,133.5
157,train/133.5/image_resized_16273_png.rf.de661ef1de407f20ab5e30c8fdb768ce.jpg,train,133.5
158,train/133.5/image_resized_18364_png.rf.cbe761a6e53c2c3d04e1d661dc990d21.jpg,train,133.5
159,train/133.5/image_resized_18364_png.rf.88e9508a96bc93adfaff907f65c949ca.jpg,train,133.5
160,train/133.5/image_resized_6359_png.rf.709b7d83cec59bf22e69fc6f52697abf.jpg,train,133.5
161,train/133.5/image_resized_14098_png.rf.9c673f3221982f3b309e15c643c2b9a6.jpg,train,133.5
162,train/133.5/image_resized_14098_png.rf.098f40897504ef35b52d2bb90b5a9d89.jpg,train,133.5
163,train/133.5/image_resized_14267_png.rf.603596561faefb05b3bae916928641e5.jpg,train,133.5
164,train/133.5/image_resized_648_png.rf.f416d1a8efd14045c448a0bbaa3f7070.jpg,train,133.5
165,train/133.5/image_resized_19176_png.rf.641fb170147a812aac97be11cba39c5c.jpg,train,133.5
166,train/133.5/image_resized_13943_png.rf.2e9be62a215172ceefdb38b604f17e81.jpg,train,133.5
167,train/133.5/image_resized_17521_png.rf.b406ccb47d5bbe33fbaa52734d61dee8.jpg,train,133.5
168,train/133.5/image_resized_18364_png.rf.83c1e80fdd83cf584b57552b47372ae7.jpg,train,133.5
169,train/133.5/image_resized_16273_png.rf.daa6ab2ddcc5bfe2f674c39da5d02739.jpg,train,133.5
170,train/133.5/image_resized_5658_png.rf.602385cb2c7319b05bcd4538a83148eb.jpg,train,133.5
171,train/133.5/image_resized_19176_png.rf.a35f44c4d455b57913d3441c2db6d30d.jpg,train,133.5
172,train/133.5/image_resized_648_png.rf.c0c15e093893d4d27297705fec572de8.jpg,train,133.5
173,train/133.5/image_resized_6359_png.rf.2d73170e3b3a87e89d3102f8523b2204.jpg,train,133.5
174,train/133.5/image_resized_14098_png.rf.68b3b912ecd02a5fff4b6926f68ba19c.jpg,train,133.5
175,train/133.5/image_resized_14267_png.rf.22eb0a0d85e8f97c74f8457d5646f5be.jpg,train,133.5
176,train/133.5/image_resized_648_png.rf.c3368a03a704866b9940471a453ec07a.jpg,train,133.5
177,train/133.5/image_resized_17521_png.rf.bd17afe56a8ab58b8cb2969b54747eb7.jpg,train,133.5
178,train/133.5/image_resized_6359_png.rf.4b7ff8ee0b287ac8daffd53c96c2d2e5.jpg,train,133.5
179,train/133.5/image_resized_13943_png.rf.54f313082016b83d72c3248ed3e39bc7.jpg,train,133.5
180,train/133.5/image_resized_19176_png.rf.c6742f134f17952afbaf6fbe581d17e0.jpg,train,133.5
181,train/133.5/image_resized_17521_png.rf.da5209d8269e132e1d48a1081df33f53.jpg,train,133.5
182,train/133.5/image_resized_13943_png.rf.b9b06d08ee4d87363d3dc47afa4d5dbd.jpg,train,133.5
183,train/86.4/image_resized_6051_png.rf.3fcf38ae9eebeb575951cd02a0455706.jpg,train,86.4
184,train/86.4/image_resized_11042_png.rf.2a804e7782a0c02d1b024146c4dda119.jpg,train,86.4
185,train/86.4/image_resized_6050_png.rf.642046b766b5527f4d3096f17d6e5c5b.jpg,train,86.4
186,train/86.4/image_resized_11199_png.rf.958e88dcaee99194dd5cc834549085fc.jpg,train,86.4
187,train/86.4/image_resized_6050_png.rf.e02ac6f3ecd8a08bce30bc05f166e0fb.jpg,train,86.4
188,train/86.4/image_resized_3524_png.rf.8c662b899151c70487e7190df691b7ef.jpg,train,86.4
189,train/86.4/image_resized_11042_png.rf.0fe49535fec7a0158659e38e8f1eed70.jpg,train,86.4
190,train/86.4/image_resized_11042_png.rf.c3942888c499d0c9c5d19c895a115c18.jpg,train,86.4
191,train/86.4/image_resized_17083_png.rf.07eb1d14ef4cb5beb2734629c3ee95d6.jpg,train,86.4
192,train/86.4/image_resized_16564_png.rf.c2391cde95ad90f792417d2c7adf01cb.jpg,train,86.4
193,train/86.4/image_resized_11199_png.rf.6595cfc19fb5d1349a46e9cedde54533.jpg,train,86.4
194,train/86.4/image_resized_3524_png.rf.c02492d96ac7f14c55ff314322109f41.jpg,train,86.4
195,train/86.4/image_resized_21095_png.rf.4b948d4de023f558debee400c4ce0e4f.jpg,train,86.4
196,train/86.4/image_resized_11198_png.rf.5ff1a4b79516651759c66b74db65f6d7.jpg,train,86.4
197,train/86.4/image_resized_3524_png.rf.0f3a6bc85e214c1dfc10a7e1154db0d1.jpg,train,86.4
198,train/86.4/image_resized_11198_png.rf.ac5b8dd924402ef655612c69b6000b04.jpg,train,86.4
199,train/86.4/image_resized_11198_png.rf.95ba7985166912ebe9331846b8fb5d73.jpg,train,86.4
200,train/86.4/image_resized_6050_png.rf.926c2028ebeabada4f9075b97826ea0f.jpg,train,86.4
201,train/86.4/image_resized_16564_png.rf.45d811211a47c6b89741f9bcc79597b0.jpg,train,86.4
202,train/86.4/image_resized_16564_png.rf.227d2aca9b59162e73ba88106c28519f.jpg,train,86.4
203,train/86.4/image_resized_6051_png.rf.eb1bdbdbc0b03a7652bb350c88d44e26.jpg,train,86.4
204,train/86.4/image_resized_17083_png.rf.844ae35a512415f776d8f56910f24988.jpg,train,86.4
205,train/86.4/image_resized_11199_png.rf.9e231fd0897a36ddfb5b7795016647be.jpg,train,86.4
206,train/86.4/image_resized_21095_png.rf.7b1977fe5a00a8e674a43f82c04a9725.jpg,train,86.4
207,train/86.4/image_resized_17083_png.rf.731438fca0eca45bb463a6fc2fe40f16.jpg,train,86.4
208,train/86.4/image_resized_6051_png.rf.cde15a06219a28afb76f0bd916a99efa.jpg,train,86.4
209,train/86.4/image_resized_21095_png.rf.a4eec8050dbdfbb0c39cc5868918e10b.jpg,train,86.4
210,train/41.1/image_resized_19365_png.rf.47d3124bbc8b9d36bded96719c5feff8.jpg,train,41.1
211,train/41.1/image_resized_2602_png.rf.b0e758e8ae4acee6c0ea8454143651d4.jpg,train,41.1
212,train/41.1/image_resized_17225_png.rf.9a1cbfeae3da747cce77edca9a731f77.jpg,train,41.1
213,train/41.1/image_resized_1164_png.rf.626ae41464e3cc94934aa34bfe799899.jpg,train,41.1
214,train/41.1/image_resized_17225_png.rf.2ce0be36cb22220d85362ea5bf7da9fc.jpg,train,41.1
215,train/41.1/image_resized_2602_png.rf.41e8116dfdea66bd338332f17ddce75c.jpg,train,41.1
216,train/41.1/image_resized_1164_png.rf.d9797aee07d16496ed58c891e7f127a2.jpg,train,41.1
217,train/41.1/image_resized_20833_png.rf.be5c6b3ec1d425d7b475a2912ea1d867.jpg,train,41.1
218,train/41.1/image_resized_2602_png.rf.862d6687740fbb68ad90c38659e8d4e7.jpg,train,41.1
219,train/41.1/image_resized_20833_png.rf.7c9b37ead98b9d1d79e879eff13c4635.jpg,train,41.1
220,train/41.1/image_resized_19365_png.rf.588486d017b8b74b670f8c6e73cf28b7.jpg,train,41.1
221,train/41.1/image_resized_19365_png.rf.bff1f2798d6c3d4846e787aa94279f9b.jpg,train,41.1
222,train/41.1/image_resized_17225_png.rf.3e77d8232b6f523718787e774c0992e7.jpg,train,41.1
223,train/41.1/image_resized_1164_png.rf.709a0a9c3dd1a30b9214222ed2289724.jpg,train,41.1
224,train/41.1/image_resized_20833_png.rf.9050d2bbb4e271881d48201249cad4a5.jpg,train,41.1
225,train/144.1/image_resized_16165_png.rf.e5c0c0dbb2b33738a3331ca628755261.jpg,train,144.1
226,train/144.1/image_resized_4690_png.rf.544a140dd055639a630337f25a7aac7b.jpg,train,144.1
227,train/144.1/image_resized_6433_png.rf.a3b6c47366f75e4481af2259b2a8d6ce.jpg,train,144.1
228,train/144.1/image_resized_6433_png.rf.99738b509dcd20d21d64f1bcbae9e5ce.jpg,train,144.1
229,train/144.1/image_resized_14771_png.rf.49d29a11d05f22084c90105622350351.jpg,train,144.1
230,train/144.1/image_resized_16165_png.rf.aade2ece3190706262de1b9851238224.jpg,train,144.1
231,train/144.1/image_resized_4690_png.rf.3817d16702e107775f00fe0c8ae56a3b.jpg,train,144.1
232,train/144.1/image_resized_14619_png.rf.4e642194c7491c726fbf1ab9a68aca1f.jpg,train,144.1
233,train/144.1/image_resized_4690_png.rf.0873d4ebe5f6deef5c62b0f5f9d352fb.jpg,train,144.1
234,train/144.1/image_resized_14771_png.rf.306bdf26d45c1c6dd0f5fe037039def5.jpg,train,144.1
235,train/144.1/image_resized_14619_png.rf.fdb696563bb914066c6192f8c91c3180.jpg,train,144.1
236,train/144.1/image_resized_6433_png.rf.a9c0bb6bcf89093096f525b25cce8a90.jpg,train,144.1
237,train/144.1/image_resized_16165_png.rf.9355757c3cad812d75a213b0ffafd50c.jpg,train,144.1
238,train/144.1/image_resized_14771_png.rf.d3b4ff9da30a0975cee3546737b8d7aa.jpg,train,144.1
239,train/144.1/image_resized_14619_png.rf.34f3dfb74e65c508984d6b1daf2855b9.jpg,train,144.1
240,train/26.9/image_resized_7852_png.rf.bbc54743c49f80259ec2c264279afc83.jpg,train,26.9
241,train/26.9/image_resized_1068_png.rf.e77859ac5705ccd4aa214911d7459ac9.jpg,train,26.9
242,train/26.9/image_resized_7492_png.rf.b04dce7e02468b7ce6683e8c01f7cfe4.jpg,train,26.9
243,train/26.9/image_resized_7599_png.rf.2f0678e588459224683c3cea3d697705.jpg,train,26.9
244,train/26.9/image_resized_20793_png.rf.bb5b19647693ee0a96f5e0237768fdb9.jpg,train,26.9
245,train/26.9/image_resized_8907_png.rf.fe42f9bc96fec9ef9cec0f41977946fa.jpg,train,26.9
246,train/26.9/image_resized_7853_png.rf.c530e7503c91facff7162340a2461742.jpg,train,26.9
247,train/26.9/image_resized_7757_png.rf.277774b5ddf1119c992875a96b10b1ae.jpg,train,26.9
248,train/26.9/image_resized_8908_png.rf.1a1b945a9c4e14bd32d2640f9272c84c.jpg,train,26.9
249,train/26.9/image_resized_1068_png.rf.ea88f3fff7afba3107d868aeb7762378.jpg,train,26.9
250,train/26.9/image_resized_731_png.rf.c026043b31f77c9f7e100a3dcdfbafb7.jpg,train,26.9
251,train/26.9/image_resized_7492_png.rf.2e2fa3931cffa2cfe6e6b001ac1ff975.jpg,train,26.9
252,train/26.9/image_resized_2450_png.rf.86d612365184ad8bc9b3c6ea5f712663.jpg,train,26.9
253,train/26.9/image_resized_2450_png.rf.aa4f5cdd8323a6b6c220b53c437293e6.jpg,train,26.9
254,train/26.9/image_resized_731_png.rf.bc1acd745805abaa950eb97e8ade68a3.jpg,train,26.9
255,train/26.9/image_resized_731_png.rf.93330fad8a91a8a70b86989539fe6a91.jpg,train,26.9
256,train/26.9/image_resized_18720_png.rf.275c04f866a533695983807d5f5bf8f2.jpg,train,26.9
257,train/26.9/image_resized_7853_png.rf.feb23fc4725f7e7101586807599ba652.jpg,train,26.9
258,train/26.9/image_resized_8192_png.rf.38fba3f6afd4bd7c8d80b169b62a0a0c.jpg,train,26.9
259,train/26.9/image_resized_7853_png.rf.7acf1089cab31b3d842ffff44a661696.jpg,train,26.9
260,train/26.9/image_resized_2450_png.rf.7db9f4c56545a6813c87c598ff534fbe.jpg,train,26.9
261,train/26.9/image_resized_7757_png.rf.d65c208a41e04b83a96f691700f9ec27.jpg,train,26.9
262,train/26.9/image_resized_7599_png.rf.d0f2c9aba922f7859dd661fb2deea681.jpg,train,26.9
263,train/26.9/image_resized_8192_png.rf.aa712c04c43ba95e70f938d5ea1549bc.jpg,train,26.9
